EAR,PUC,MAR,MOE,drowsy
0.27,81.2,0.24,1.49,0
0.3,83.4,0.25,1.09,0
0.25,95.7,0.35,0.75,0
0.3,96.3,0.26,1.3,0
0.27,90.6,0.27,1.35,0
0.3,83,0.33,0.71,0
0.35,97.9,0.29,1.48,0
0.24,83.5,0.21,1.24,0
0.32,77.6,0.21,0.63,0
0.33,87.8,0.21,0.77,0
0.34,82.9,0.33,1.41,0
0.32,82,0.23,0.88,0
0.31,75.7,0.26,0.78,0
0.28,75.7,0.27,1.36,0
0.29,92.5,0.33,0.72,0
0.25,85.5,0.35,1.12,0
0.36,92.8,0.24,1.05,0
0.32,81.6,0.32,0.88,0
0.32,85.8,0.2,0.61,0
0.35,87.7,0.24,0.92,0
0.29,84.4,0.19,1.24,0
0.3,86.3,0.21,0.96,0
0.24,85.1,0.23,0.91,0
0.27,76.2,0.23,1.49,0
0.27,91.9,0.34,1.31,0
0.25,81.8,0.32,1.23,0
0.26,95.1,0.2,0.71,0
0.34,88.5,0.18,0.98,0
0.33,76.5,0.19,0.9,0
0.26,76.3,0.28,1.3,0
0.31,89.9,0.34,0.82,0
0.34,79.9,0.29,0.96,0
0.26,81.9,0.21,0.88,0
0.27,96.7,0.22,1.04,0
0.28,75.8,0.35,0.96,0
0.26,95.4,0.29,0.93,0
0.25,75.6,0.2,0.79,0
0.3,87.9,0.33,1.28,0
0.25,89.9,0.32,1.33,0
0.33,94.8,0.23,1.35,0
0.36,93.1,0.33,1.42,0
0.34,94.8,0.26,1.06,0
0.35,91.2,0.23,0.78,0
0.26,85.8,0.24,1.23,0
0.28,91.4,0.23,1.13,0
0.25,95.3,0.26,0.66,0
0.34,94.7,0.27,1.19,0
0.35,81.8,0.2,1.31,0
0.27,80.4,0.32,1.23,0
0.28,91.6,0.2,1.31,0
0.27,75.3,0.28,0.67,0
0.28,88.5,0.31,0.61,0
0.35,85.5,0.32,0.66,0
0.27,77.3,0.24,1.28,0
0.35,89.4,0.22,0.64,0
0.26,90.4,0.25,0.79,0
0.27,80.4,0.33,1.15,0
0.3,76.7,0.32,1.18,0
0.35,83.1,0.24,0.87,0
0.28,76.7,0.3,1.39,0
0.36,96.5,0.31,1.47,0
0.29,89.6,0.25,1.22,0
0.33,82.1,0.25,0.87,0
0.3,80.4,0.22,1.09,0
0.28,76,0.25,0.95,0
0.27,81.1,0.23,0.88,0
0.25,86.1,0.23,1.24,0
0.27,82.1,0.27,0.63,0
0.25,77.6,0.34,0.71,0
0.3,92.4,0.35,1.09,0
0.29,80.5,0.34,1.13,0
0.31,96.6,0.28,0.69,0
0.27,84.8,0.29,0.74,0
0.34,85.1,0.19,0.7,0
0.32,95.2,0.28,1.34,0
0.3,94.1,0.2,1.09,0
0.28,75.2,0.26,0.9,0
0.28,77.7,0.33,0.85,0
0.33,79.2,0.19,1.33,0
0.3,91.4,0.26,0.67,0
0.32,81,0.32,1.16,0
0.33,75.4,0.27,0.67,0
0.32,94.2,0.28,1.45,0
0.27,79.1,0.22,0.9,0
0.32,95.7,0.34,1.4,0
0.29,95.6,0.21,1.47,0
0.34,77.5,0.21,1.38,0
0.26,76.2,0.29,0.75,0
0.26,85.7,0.3,0.92,0
0.29,75.6,0.23,1.05,0
0.3,94.3,0.25,1.49,0
0.29,77.9,0.3,0.76,0
0.25,81.1,0.33,1.49,0
0.28,87.5,0.28,0.85,0
0.25,86.6,0.23,0.78,0
0.32,86,0.22,1.19,0
0.3,77,0.29,1.34,0
0.26,83.7,0.26,1.2,0
0.31,92.9,0.3,1.07,0
0.27,77.3,0.21,0.62,0
0.27,80.3,0.22,1.05,0
0.24,81.5,0.28,0.65,0
0.32,90.8,0.29,0.61,0
0.26,82.2,0.29,0.61,0
0.29,87.9,0.23,1.17,0
0.36,92.4,0.33,1.23,0
0.26,96.9,0.3,0.61,0
0.29,89,0.33,0.81,0
0.34,90,0.2,0.98,0
0.36,80.7,0.24,1.33,0
0.33,85.2,0.29,1.36,0
0.31,77.7,0.26,1.21,0
0.3,79.9,0.27,0.73,0
0.24,77.1,0.29,0.73,0
0.25,89.4,0.22,0.97,0
0.29,88,0.35,1.28,0
0.28,92.4,0.3,1.47,0
0.36,88,0.32,0.72,0
0.27,75.1,0.2,0.83,0
0.34,81.8,0.27,0.82,0
0.24,96.1,0.35,1.39,0
0.34,89.6,0.3,0.85,0
0.28,83.5,0.31,1.07,0
0.26,82.1,0.21,1.03,0
0.29,85.3,0.24,0.86,0
0.31,79.2,0.26,0.94,0
0.35,82.9,0.29,1.32,0
0.3,84.5,0.32,0.61,0
0.25,76.5,0.2,0.63,0
0.26,78,0.19,1.12,0
0.32,93.8,0.25,0.94,0
0.33,93.5,0.33,1.45,0
0.34,87.7,0.19,0.79,0
0.29,76.4,0.2,1.25,0
0.26,93.2,0.23,1.2,0
0.31,81.7,0.23,1.45,0
0.36,97,0.22,1.07,0
0.3,83.7,0.24,1.37,0
0.29,87.7,0.18,1.49,0
0.26,80.2,0.33,1.47,0
0.28,92.3,0.31,0.81,0
0.26,82.5,0.19,1.34,0
0.34,88.4,0.19,0.63,0
0.3,80.3,0.25,1.26,0
0.32,77.7,0.27,0.77,0
0.28,80.2,0.28,1.01,0
0.3,86.4,0.2,1.06,0
0.31,88.4,0.3,1.44,0
0.32,95.7,0.32,0.92,0
0.25,80.1,0.31,0.63,0
0.29,89.1,0.31,0.75,0
0.31,94.7,0.35,0.76,0
0.31,96.6,0.29,0.88,0
0.27,78.5,0.33,0.92,0
0.35,83.8,0.2,1.28,0
0.24,87.9,0.31,1.34,0
0.33,96.4,0.18,0.97,0
0.28,80.8,0.32,1.34,0
0.35,77.2,0.22,1.14,0
0.32,77.5,0.2,1.44,0
0.31,94.7,0.26,1.3,0
0.32,89.6,0.22,1.14,0
0.27,97.7,0.33,0.75,0
0.27,92.7,0.35,1.34,0
0.35,94,0.2,1.15,0
0.28,94.4,0.26,1.28,0
0.3,90.8,0.18,0.97,0
0.36,77.6,0.23,1.44,0
0.3,86.6,0.28,1.41,0
0.29,78.1,0.25,0.97,0
0.32,84.4,0.34,0.82,0
0.25,89.5,0.32,0.9,0
0.32,80.2,0.23,1.38,0
0.26,95.2,0.29,0.92,0
0.26,95.9,0.33,1.48,0
0.26,75,0.34,1.07,0
0.26,96.4,0.26,1.05,0
0.34,84.1,0.18,1.28,0
0.24,86.3,0.2,0.74,0
0.32,88,0.3,1.24,0
0.34,85.5,0.3,0.82,0
0.28,91.6,0.24,1.09,0
0.25,95.2,0.34,1.11,0
0.3,79.2,0.33,1.46,0
0.32,97.8,0.26,1.46,0
0.35,90.1,0.24,0.85,0
0.26,83.9,0.21,0.97,0
0.31,93.3,0.28,0.91,0
0.29,88.8,0.25,1.18,0
0.3,95.2,0.29,0.75,0
0.32,93.5,0.22,1.38,0
0.31,84.7,0.22,1.09,0
0.26,83.8,0.27,0.75,0
0.28,93.4,0.21,1.19,0
0.31,78.4,0.24,1.29,0
0.29,90.7,0.25,0.79,0
0.33,85.1,0.31,1.31,0
0.34,76.4,0.26,0.79,0
0.31,95.8,0.19,0.73,0
0.29,87.2,0.32,0.75,0
0.27,82.2,0.26,1.02,0
0.24,96.7,0.24,1.36,0
0.24,78.7,0.31,0.99,0
0.26,76.4,0.33,1.17,0
0.26,77.2,0.19,1.43,0
0.3,76.1,0.32,1.11,0
0.33,86.7,0.18,1.26,0
0.25,91.2,0.21,0.84,0
0.3,84.4,0.25,1.03,0
0.25,90.8,0.25,1.04,0
0.27,77.8,0.29,1.24,0
0.32,95.6,0.28,0.86,0
0.3,79.1,0.23,1.13,0
0.28,89.9,0.31,1.03,0
0.25,80.2,0.33,1.4,0
0.36,97.1,0.24,0.87,0
0.29,95.4,0.34,0.68,0
0.31,83.7,0.35,1.49,0
0.25,90.1,0.21,0.7,0
0.33,94.6,0.26,0.63,0
0.31,84.5,0.33,1.2,0
0.36,77,0.19,1.33,0
0.27,77,0.23,1.09,0
0.3,84.3,0.29,0.65,0
0.25,79.7,0.31,1.33,0
0.34,90.5,0.26,1.35,0
0.29,82.1,0.28,1.29,0
0.28,82.9,0.23,0.75,0
0.33,88.5,0.22,0.83,0
0.34,89.2,0.33,0.94,0
0.33,83.9,0.19,0.6,0
0.29,86.3,0.34,0.79,0
0.24,94,0.3,1.41,0
0.32,88.8,0.25,1.15,0
0.3,75.4,0.24,0.91,0
0.27,81.9,0.31,0.85,0
0.28,87.8,0.28,0.93,0
0.34,91.7,0.28,1.43,0
0.24,78,0.22,1.25,0
0.26,85.3,0.33,0.73,0
0.34,84.9,0.25,1.4,0
0.35,75.4,0.23,0.87,0
0.24,82.1,0.21,0.76,0
0.33,93.3,0.23,0.92,0
0.25,78,0.24,1.24,0
0.31,85.5,0.32,0.88,0
0.29,84.2,0.28,1.14,0
0.33,90.3,0.23,0.88,0
0.31,97.9,0.26,1.47,0
0.33,88.4,0.24,0.75,0
0.33,92.1,0.2,1.45,0
0.28,89.5,0.26,0.67,0
0.29,89.1,0.25,0.8,0
0.36,80.7,0.19,0.92,0
0.32,89,0.29,1.21,0
0.35,92.4,0.28,1.05,0
0.32,91.8,0.26,0.93,0
0.24,90.1,0.26,1.22,0
0.25,86,0.25,1.05,0
0.28,84.2,0.33,0.68,0
0.25,76.7,0.24,0.61,0
0.28,92.3,0.26,0.74,0
0.34,86.1,0.2,1.47,0
0.35,85.8,0.3,1.47,0
0.27,84.6,0.22,0.83,0
0.25,89.2,0.29,1.18,0
0.34,90.9,0.24,1.31,0
0.29,95.5,0.2,1.39,0
0.33,97.4,0.27,0.68,0
0.28,81.6,0.3,0.67,0
0.32,87,0.24,1.42,0
0.33,96.6,0.19,1.21,0
0.32,78.1,0.22,1.4,0
0.27,96.6,0.32,0.74,0
0.27,82.7,0.35,1.1,0
0.3,82.4,0.25,1.09,0
0.32,92.7,0.29,1.25,0
0.26,83.1,0.21,0.66,0
0.31,79.5,0.21,1.1,0
0.33,92.8,0.19,0.97,0
0.28,81.8,0.19,0.92,0
0.33,85.4,0.31,1.32,0
0.35,89.9,0.28,0.92,0
0.35,86,0.21,1.3,0
0.34,93.4,0.26,0.75,0
0.3,78.5,0.22,0.66,0
0.28,90.7,0.32,1.46,0
0.33,89.9,0.25,1.44,0
0.31,87.1,0.25,1.2,0
0.36,90.6,0.23,1,0
0.25,76.1,0.28,1.46,0
0.27,81.7,0.25,1.06,0
0.25,97.9,0.28,0.81,0
0.34,89.5,0.31,0.76,0
0.33,89.5,0.21,0.99,0
0.32,84.4,0.26,0.63,0
0.3,89.7,0.29,1.36,0
0.35,95.6,0.34,1.35,0
0.35,94.4,0.31,0.92,0
0.35,81.6,0.35,0.87,0
0.28,90.3,0.19,1.28,0
0.3,92,0.2,0.83,0
0.34,77.9,0.25,0.97,0
0.26,92.3,0.32,0.94,0
0.33,75,0.2,1.09,0
0.27,76.6,0.23,0.96,0
0.25,81.8,0.19,0.76,0
0.25,81.4,0.22,0.82,0
0.36,88.8,0.31,1.31,0
0.33,83.3,0.32,1.28,0
0.31,96.7,0.27,1.35,0
0.3,86.2,0.22,1.27,0
0.32,76.3,0.27,0.82,0
0.34,91.4,0.24,1.33,0
0.35,82.2,0.25,1.38,0
0.24,82.4,0.34,0.76,0
0.27,88.2,0.26,1.3,0
0.26,75.4,0.31,0.94,0
0.35,75.2,0.33,0.73,0
0.25,89.4,0.26,1.21,0
0.34,85.5,0.34,1.48,0
0.31,85.5,0.23,0.74,0
0.34,96.9,0.2,0.61,0
0.32,86.7,0.31,0.67,0
0.34,85.3,0.32,0.81,0
0.35,85.3,0.19,0.88,0
0.25,89.2,0.27,0.66,0
0.26,93.9,0.24,0.83,0
0.34,97.5,0.33,1.46,0
0.35,86.5,0.19,1.36,0
0.29,81,0.22,1.45,0
0.3,93,0.26,1.43,0
0.35,92.5,0.25,0.65,0
0.33,95.5,0.33,1.15,0
0.35,78.7,0.2,0.98,0
0.29,88.1,0.2,0.85,0
0.3,82.1,0.22,0.91,0
0.27,95,0.33,0.66,0
0.34,92.8,0.24,0.99,0
0.35,95.9,0.34,1.46,0
0.34,78.2,0.31,1.19,0
0.27,92.7,0.25,0.65,0
0.27,86.9,0.23,1.34,0
0.34,95.9,0.24,0.65,0
0.34,78.8,0.19,1.36,0
0.24,91.4,0.19,1.28,0
0.24,95.8,0.3,0.79,0
0.34,91.8,0.33,1.39,0
0.27,76.1,0.21,1.38,0
0.35,78,0.3,1.04,0
0.29,81.7,0.28,0.94,0
0.34,86.1,0.27,1.17,0
0.34,93.1,0.21,1.33,0
0.34,95.1,0.3,1.22,0
0.35,93.8,0.29,0.96,0
0.26,79.2,0.19,1.34,0
0.3,79.5,0.19,0.8,0
0.35,94.9,0.23,1,0
0.34,94.1,0.22,0.88,0
0.36,93,0.35,1.3,0
0.26,90.9,0.18,1.13,0
0.25,93.2,0.31,1.19,0
0.36,82.9,0.28,1.24,0
0.27,90.5,0.31,0.99,0
0.26,76.5,0.23,1.31,0
0.33,81.5,0.24,1,0
0.25,76.3,0.32,0.72,0
0.35,96.1,0.28,1.03,0
0.31,85.4,0.19,1.4,0
0.36,79.2,0.24,1.03,0
0.29,94.1,0.24,0.62,0
0.33,77.8,0.29,1.17,0
0.32,80.8,0.34,1.43,0
0.26,82.4,0.28,1.32,0
0.31,84.7,0.2,1.49,0
0.34,91.7,0.27,1.34,0
0.32,77.4,0.25,0.98,0
0.24,91.9,0.34,0.63,0
0.33,79,0.2,1.35,0
0.31,90.1,0.22,0.97,0
0.32,93.5,0.25,0.84,0
0.3,88.8,0.19,1.42,0
0.34,75.4,0.25,1.24,0
0.31,79.9,0.2,0.68,0
0.3,93.2,0.2,1.3,0
0.36,80.9,0.26,0.77,0
0.24,90.9,0.3,1.07,0
0.3,80,0.2,0.89,0
0.3,91.2,0.24,1.25,0
0.29,84.5,0.25,1.18,0
0.28,77.2,0.29,0.92,0
0.32,92.6,0.34,0.89,0
0.26,75.7,0.26,0.68,0
0.31,86.6,0.3,1.2,0
0.26,95.3,0.24,1.01,0
0.24,93.1,0.24,0.98,0
0.31,77.4,0.23,0.63,0
0.36,78.1,0.32,0.9,0
0.32,93,0.31,0.83,0
0.36,81.1,0.2,1.23,0
0.33,97.4,0.22,1.49,0
0.31,89.8,0.24,0.62,0
0.27,91.2,0.22,0.98,0
0.29,83.8,0.31,1.12,0
0.26,80.3,0.22,0.86,0
0.36,79.6,0.27,1.21,0
0.27,84.2,0.22,0.83,0
0.32,85.2,0.28,1.39,0
0.32,96.1,0.21,1.1,0
0.35,82.2,0.19,1.36,0
0.34,82.6,0.23,1.33,0
0.25,89.1,0.21,1.4,0
0.24,87.8,0.25,0.68,0
0.28,91.4,0.19,1.47,0
0.35,87.9,0.32,0.84,0
0.27,82.6,0.31,1.06,0
0.27,79.1,0.29,0.9,0
0.31,79.1,0.29,1.3,0
0.25,75,0.34,1.45,0
0.25,94.7,0.24,1.28,0
0.28,87.3,0.32,0.64,0
0.36,87.1,0.35,1.45,0
0.27,80.7,0.35,0.8,0
0.25,96.8,0.21,0.83,0
0.3,84.8,0.34,1.44,0
0.26,97.9,0.29,1.45,0
0.34,82.5,0.23,0.68,0
0.28,80.8,0.3,1.44,0
0.32,78.8,0.28,1.26,0
0.29,96.4,0.2,1.29,0
0.34,87.1,0.22,1.11,0
0.26,94.7,0.28,0.7,0
0.32,92.3,0.34,1.15,0
0.28,93.7,0.29,0.8,0
0.31,92.1,0.33,1.18,0
0.35,79.1,0.26,1.41,0
0.32,82.9,0.3,1.03,0
0.29,76.8,0.18,1.45,0
0.26,93,0.21,1.24,0
0.34,97.4,0.21,1.15,0
0.27,88,0.28,1.5,0
0.31,90.9,0.28,0.71,0
0.34,97,0.2,1.02,0
0.28,96.2,0.35,1.4,0
0.28,91.7,0.3,0.91,0
0.31,85.9,0.32,1.28,0
0.3,81.3,0.34,1.5,0
0.26,89.7,0.26,0.71,0
0.33,89.1,0.22,1.49,0
0.27,90.9,0.23,1.32,0
0.32,86.2,0.28,1.43,0
0.31,94.1,0.31,1.29,0
0.35,91.4,0.24,0.88,0
0.25,94.3,0.23,1.15,0
0.29,91.8,0.3,1.13,0
0.26,78.3,0.32,1.15,0
0.35,81.4,0.21,1.21,0
0.34,91,0.21,0.97,0
0.35,80.9,0.32,1.18,0
0.28,94.3,0.28,1.16,0
0.29,79.9,0.24,0.69,0
0.29,79.7,0.23,1.42,0
0.33,86.6,0.31,0.88,0
0.34,93.6,0.33,0.99,0
0.28,94.3,0.26,1.29,0
0.28,93.3,0.28,1.37,0
0.27,91.4,0.32,1.09,0
0.33,89.6,0.27,1.39,0
0.31,85.6,0.34,1.2,0
0.33,83.5,0.19,1.01,0
0.25,89.1,0.27,0.75,0
0.35,95.5,0.29,0.87,0
0.24,84.9,0.25,1.38,0
0.35,84.2,0.27,0.66,0
0.25,88.5,0.31,0.67,0
0.36,93.3,0.31,0.78,0
0.35,94.7,0.27,1.01,0
0.24,96.1,0.3,1.26,0
0.3,92.3,0.3,0.84,0
0.3,88.8,0.35,1.15,0
0.27,97.4,0.31,1.44,0
0.28,84.2,0.35,1.05,0
0.34,97,0.25,1.45,0
0.24,89.1,0.23,1.26,0
0.28,86.4,0.35,1.35,0
0.28,88.5,0.21,1.02,0
0.28,91.5,0.3,0.96,0
0.29,82.4,0.31,0.98,0
0.34,86.3,0.26,0.88,0
0.34,84.8,0.29,1.41,0
0.28,75.1,0.21,1.17,0
0.24,76.9,0.28,1.33,0
0.26,75.3,0.31,0.67,0
0.36,75.8,0.34,0.78,0
0.29,85.1,0.34,0.88,0
0.25,77.6,0.27,1.45,0
0.3,91.4,0.22,1.29,0
0.26,94.7,0.18,0.87,0
0.31,88.8,0.33,0.73,0
0.26,86.5,0.32,0.86,0
0.27,83.1,0.24,0.75,0
0.3,94.7,0.31,0.61,0
0.34,76.6,0.33,1.35,0
0.31,92,0.27,0.92,0
0.25,91.4,0.25,1,0
0.32,78.3,0.31,1.24,0
0.27,96.2,0.2,1.27,0
0.27,83.6,0.28,1.49,0
0.33,76.8,0.18,1.27,0
0.32,94.2,0.33,1.4,0
0.31,89.5,0.22,0.92,0
0.36,92.7,0.21,0.94,0
0.3,89.5,0.29,1.49,0
0.33,95.9,0.34,1.05,0
0.26,93.6,0.27,0.9,0
0.25,93.2,0.25,1.09,0
0.32,97,0.22,1.16,0
0.31,91.3,0.34,0.63,0
0.27,95.7,0.22,0.66,0
0.26,91.1,0.22,1.18,0
0.29,75.6,0.23,1.14,0
0.29,76.4,0.34,0.97,0
0.36,97.6,0.29,0.82,0
0.36,85.1,0.3,0.97,0
0.27,93,0.3,1.2,0
0.28,93.7,0.31,1.44,0
0.3,87.8,0.25,0.88,0
0.34,93,0.22,0.66,0
0.3,90.5,0.24,0.92,0
0.32,88.9,0.18,0.83,0
0.25,97.8,0.26,1.27,0
0.27,81.1,0.2,1.3,0
0.31,79.2,0.28,1.45,0
0.34,89.4,0.27,1.42,0
0.28,75.3,0.26,1.26,0
0.31,85.2,0.24,1.31,0
0.35,89.6,0.23,1.03,0
0.36,91.8,0.2,1.03,0
0.27,84.3,0.33,0.74,0
0.35,79.3,0.25,1.25,0
0.33,75.7,0.18,0.6,0
0.28,89.6,0.26,1.13,0
0.29,88.6,0.24,1.36,0
0.34,90.5,0.19,1.06,0
0.31,84.4,0.23,1.02,0
0.32,92.2,0.3,1.3,0
0.27,88.1,0.22,1.36,0
0.3,87.8,0.35,1.09,0
0.33,82.1,0.32,0.66,0
0.24,90.9,0.25,1.37,0
0.32,84.3,0.23,0.96,0
0.31,85.9,0.29,1.49,0
0.27,81.9,0.21,0.63,0
0.27,90.5,0.33,0.61,0
0.3,77.9,0.28,0.63,0
0.32,84.5,0.33,0.93,0
0.33,84.8,0.27,0.89,0
0.29,87.1,0.27,0.61,0
0.26,93.1,0.23,1.39,0
0.27,77.2,0.29,1.06,0
0.29,76.7,0.2,1.39,0
0.3,87.7,0.32,1.04,0
0.26,84.1,0.23,1.13,0
0.25,83.8,0.23,1.08,0
0.33,94.5,0.25,1.42,0
0.31,81.4,0.23,0.96,0
0.29,75.1,0.31,0.64,0
0.34,87.1,0.18,1.28,0
0.31,93.1,0.2,0.87,0
0.29,83.5,0.27,0.81,0
0.32,88.7,0.3,0.78,0
0.36,77.1,0.3,0.84,0
0.33,92.1,0.23,0.67,0
0.25,88.2,0.28,1.43,0
0.27,88.2,0.18,1.26,0
0.28,90.4,0.23,1.03,0
0.25,90.5,0.3,0.74,0
0.26,91.6,0.33,0.67,0
0.27,76.5,0.2,0.69,0
0.27,90.9,0.26,1.41,0
0.3,86,0.2,1.17,0
0.31,75.7,0.22,1.48,0
0.32,77.6,0.23,0.72,0
0.32,96.8,0.18,0.82,0
0.36,94.3,0.33,1.26,0
0.36,94.9,0.24,1.3,0
0.3,85.8,0.19,1.04,0
0.35,79.4,0.26,1.06,0
0.27,88.1,0.32,1.03,0
0.26,85.3,0.2,1.1,0
0.26,93.5,0.35,1.26,0
0.34,87.2,0.21,0.86,0
0.28,96.4,0.19,0.88,0
0.25,91.8,0.23,1.18,0
0.28,84.7,0.22,0.78,0
0.34,93.7,0.35,0.9,0
0.25,85,0.22,0.72,0
0.31,91.9,0.18,0.76,0
0.34,93.5,0.29,1.2,0
0.36,88.9,0.32,0.7,0
0.32,89.1,0.24,1.18,0
0.29,87.4,0.21,0.67,0
0.28,91.9,0.34,0.62,0
0.31,92.4,0.25,1.27,0
0.31,81.5,0.33,1.43,0
0.26,79.9,0.35,1.07,0
0.32,93.2,0.28,1.12,0
0.32,82.6,0.32,0.71,0
0.25,78,0.32,0.7,0
0.26,96.2,0.22,1.28,0
0.3,92.3,0.3,0.74,0
0.32,88.4,0.34,1.23,0
0.32,84.9,0.24,1.19,0
0.3,75.2,0.31,1.34,0
0.29,88.6,0.22,1.3,0
0.25,86.2,0.24,1.42,0
0.33,96,0.23,0.83,0
0.26,82,0.25,0.94,0
0.29,78.2,0.21,1.04,0
0.32,84.7,0.35,1.37,0
0.32,86.7,0.2,0.87,0
0.33,78.6,0.25,0.87,0
0.33,85.5,0.22,1.24,0
0.25,77.2,0.27,1.01,0
0.35,80,0.31,1.32,0
0.33,81.2,0.26,0.6,0
0.25,78.8,0.29,0.72,0
0.35,89.3,0.26,1.11,0
0.35,84.1,0.26,1.17,0
0.35,80.7,0.27,0.94,0
0.36,92.7,0.22,0.68,0
0.27,78,0.19,0.84,0
0.33,96.7,0.33,1.41,0
0.32,80.1,0.18,0.92,0
0.34,78.3,0.31,0.84,0
0.27,91.1,0.35,0.83,0
0.33,80.8,0.25,0.97,0
0.36,84.9,0.19,1.3,0
0.31,85,0.32,1.45,0
0.27,86,0.2,0.7,0
0.32,91.6,0.31,1.22,0
0.24,92,0.22,1.4,0
0.33,93.1,0.34,1.13,0
0.35,83.5,0.26,1.3,0
0.31,85.7,0.23,1.33,0
0.27,88.9,0.29,1.15,0
0.29,89.2,0.29,1.25,0
0.26,85.6,0.26,0.68,0
0.27,92,0.34,0.7,0
0.32,85.4,0.31,0.69,0
0.25,89.7,0.27,1.34,0
0.31,86.5,0.21,0.84,0
0.34,89.5,0.32,0.82,0
0.25,92,0.22,0.69,0
0.29,88.1,0.28,1.34,0
0.29,96.6,0.32,0.73,0
0.3,97.6,0.27,0.67,0
0.34,90.7,0.22,1.48,0
0.28,86.4,0.31,1.4,0
0.32,96.7,0.33,1.18,0
0.29,87.9,0.28,0.93,0
0.3,76.4,0.3,1.32,0
0.3,88.2,0.28,1.31,0
0.25,88.2,0.18,1.26,0
0.28,76.1,0.29,1.07,0
0.34,88.1,0.24,0.92,0
0.36,87.3,0.22,0.69,0
0.32,89.9,0.23,1.08,0
0.36,85.3,0.24,1.24,0
0.34,78.9,0.2,0.81,0
0.33,89.7,0.25,1.03,0
0.25,80.5,0.3,0.63,0
0.35,93,0.32,0.83,0
0.33,81.2,0.29,0.63,0
0.28,91.3,0.28,1.01,0
0.26,93.8,0.2,1.27,0
0.33,86.7,0.25,0.91,0
0.28,92.3,0.31,0.9,0
0.35,94.3,0.32,0.71,0
0.36,79.7,0.25,0.66,0
0.25,80.3,0.21,0.77,0
0.29,85.9,0.3,0.67,0
0.3,83.9,0.22,1.35,0
0.29,81,0.28,1.33,0
0.27,79.4,0.22,1.29,0
0.35,86.9,0.2,0.88,0
0.27,88.3,0.24,0.98,0
0.32,97,0.25,1.16,0
0.31,81.4,0.34,1.33,0
0.34,94.6,0.24,1.35,0
0.29,86.3,0.29,0.82,0
0.36,89.3,0.3,0.69,0
0.32,82.5,0.24,1.41,0
0.29,88.3,0.29,1.4,0
0.3,96.3,0.28,0.68,0
0.25,93.8,0.26,1.3,0
0.36,83.6,0.31,0.87,0
0.29,76.7,0.32,1.28,0
0.32,80.2,0.2,0.71,0
0.25,93.5,0.32,1.41,0
0.25,92.2,0.24,1.2,0
0.32,93.7,0.27,1.15,0
0.33,93.7,0.26,1.37,0
0.33,84.6,0.22,0.8,0
0.3,85.8,0.3,0.78,0
0.33,81.1,0.28,0.66,0
0.32,78.8,0.31,1.17,0
0.26,91.7,0.32,0.77,0
0.28,93,0.26,1.32,0
0.29,89.4,0.2,0.72,0
0.31,79.4,0.19,0.74,0
0.34,97.2,0.28,1.07,0
0.35,86.3,0.23,0.67,0
0.32,86.1,0.32,1.34,0
0.24,94.4,0.35,1.13,0
0.35,79.9,0.21,1.24,0
0.35,96.1,0.32,1.06,0
0.29,83.8,0.3,0.65,0
0.26,75.1,0.32,1.35,0
0.3,92.3,0.29,0.61,0
0.24,95.8,0.24,0.62,0
0.32,85,0.27,0.86,0
0.31,85.5,0.28,0.89,0
0.27,90,0.19,0.98,0
0.26,94,0.19,0.98,0
0.33,84.5,0.19,0.63,0
0.28,94.6,0.33,1.27,0
0.25,92.3,0.25,1.44,0
0.26,94.1,0.22,0.85,0
0.28,77.9,0.3,1.12,0
0.24,90.6,0.21,1.45,0
0.31,90.1,0.33,1.03,0
0.34,92.1,0.27,0.77,0
0.26,79.6,0.22,0.99,0
0.36,91.7,0.34,0.84,0
0.3,95.7,0.25,0.93,0
0.35,75.7,0.31,1.03,0
0.27,81.1,0.23,1.08,0
0.25,87,0.24,0.75,0
0.36,89.3,0.24,0.91,0
0.3,82.7,0.21,1.02,0
0.32,88.4,0.31,0.65,0
0.28,88,0.18,1.27,0
0.31,75.4,0.24,0.85,0
0.29,88,0.34,0.67,0
0.28,94.4,0.31,0.96,0
0.29,88.8,0.28,0.76,0
0.36,91.6,0.23,1.34,0
0.28,93.3,0.2,0.9,0
0.29,91,0.19,0.65,0
0.35,96.5,0.23,0.76,0
0.29,95.6,0.25,0.69,0
0.34,89.6,0.3,1.08,0
0.26,80.6,0.34,1.21,0
0.32,89.8,0.29,1.23,0
0.29,94.5,0.3,0.96,0
0.31,75.4,0.33,0.86,0
0.34,83.1,0.19,0.73,0
0.34,89.9,0.3,0.6,0
0.26,76.6,0.27,0.75,0
0.26,95.3,0.26,0.8,0
0.29,88.8,0.3,0.78,0
0.3,86.3,0.34,1.24,0
0.26,82.4,0.29,0.66,0
0.3,78.1,0.19,0.67,0
0.3,80.1,0.25,1.03,0
0.32,87.3,0.22,0.78,0
0.27,91.9,0.19,1.42,0
0.34,90.1,0.19,0.85,0
0.32,75.6,0.22,0.98,0
0.32,80.2,0.18,1.21,0
0.35,78.9,0.29,1.47,0
0.31,86.9,0.29,1.19,0
0.31,88.4,0.26,1.26,0
0.32,95.4,0.34,1.47,0
0.29,92.9,0.22,1.2,0
0.35,85.3,0.28,0.96,0
0.3,94.1,0.33,1.01,0
0.36,87,0.29,0.71,0
0.26,85.2,0.34,1.21,0
0.35,93.1,0.26,0.65,0
0.28,84.3,0.3,1.47,0
0.36,85.5,0.31,1.19,0
0.31,91.9,0.23,1.49,0
